url,status,final_url,title,description,h1_tag_count,h1_text,html_lang,canonical,robots_meta,jsonld_types,img_total,img_missing_alt,internal_links,word_count,issues,error
https://brokeandfixed.com/en,200,https://brokeandfixed.com/en,"Broke & Fixed Home Solutions | Kitchen & Bathroom Remodeling, Painting | Miami-Dade","Kitchen and bathroom remodeling, interior and exterior painting, tile work, and exterior repairs across Kendall, West Kendall, Palmetto Bay, Doral, and all of Miami-Dade. Family owned, fully insured. Call 786-363-7039 for a free estimate.",1,We fix what's broke.We build what's next.,en,https://brokeandfixed.com/en,,,20,1,31,1059,title length 83; description length 238; 1/20 images missing alt,
https://brokeandfixed.com/es,200,https://brokeandfixed.com/es,"Broke & Fixed Home Solutions | Remodelacion de Cocinas y Banos, Pintura | Miami-Dade","Remodelacion de cocinas y banos, pintura interior y exterior, azulejos y reparaciones exteriores en Kendall, Pinecrest, Doral, Palmetto Bay y todo Miami-Dade. Empresa familiar, totalmente asegurada. Llame al 786-363-7039.",1,We fix what's broke.We build what's next.,es,https://brokeandfixed.com/es,,,20,1,31,1068,title length 84; description length 221; 1/20 images missing alt,
https://brokeandfixed.com/en/privacy,200,https://brokeandfixed.com/en/privacy,Privacy Notice | Broke & Fixed,How Broke & Fixed Home Solutions collects and uses information submitted through this site.,1,Privacy Notice,en,https://brokeandfixed.com/en/privacy,,,1,1,5,348,1/1 images missing alt,
https://brokeandfixed.com/es/privacy,200,https://brokeandfixed.com/es/privacy,Aviso de privacidad | Broke & Fixed,Cómo Broke & Fixed Home Solutions recopila y usa la información enviada en este sitio.,1,Aviso de privacidad,es,https://brokeandfixed.com/es/privacy,,,1,1,5,366,1/1 images missing alt,
https://brokeandfixed.com/en/terms,200,https://brokeandfixed.com/en/terms,Terms of Service | Broke & Fixed,"The terms that apply to using the Broke & Fixed Home Solutions website, published starting prices, and downloadable guides.",1,Terms of Service,en,https://brokeandfixed.com/en/terms,,,1,1,6,698,1/1 images missing alt,
https://brokeandfixed.com/es/terms,200,https://brokeandfixed.com/es/terms,Términos de servicio | Broke & Fixed,"Los términos que aplican al uso del sitio de Broke & Fixed Home Solutions, a los estimados publicados y a las guías descargables.",1,Términos de servicio,es,https://brokeandfixed.com/es/terms,,,1,1,6,718,1/1 images missing alt,
https://brokeandfixed.com/en/services/bathroom-remodeling,200,https://brokeandfixed.com/en/services/bathroom-remodeling,Bathroom Remodeling | Miami-Dade | Broke & Fixed Home Solutions,"We turn outdated bathrooms into modern, functional spaces your family will actually enjoy using. From tile and vanities to full gut renovations, we handle every step of the process right here in Miami-Dade. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Bathroom Remodels That Actually Get Finished,en,https://brokeandfixed.com/en/services/bathroom-remodeling,,BreadcrumbList | Service | AggregateRating | FAQPage,32,1,30,2529,description length 294; hreflang incomplete; 1/32 images missing alt,
https://brokeandfixed.com/es/services/remodelacion-de-banos,200,https://brokeandfixed.com/es/services/remodelacion-de-banos,Remodelación de Baños | Miami-Dade | Broke & Fixed Home Solutions,"Transformamos baños anticuados en espacios modernos y funcionales que tu familia realmente disfrutará. Desde azulejos y vanidades hasta renovaciones completas, manejamos cada paso del proceso aquí en Miami-Dade. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Remodelaciones de Baño Que Realmente Se Terminan,es,https://brokeandfixed.com/es/services/remodelacion-de-banos,,BreadcrumbList | Service | AggregateRating | FAQPage,32,1,30,2668,description length 299; hreflang incomplete; 1/32 images missing alt,
https://brokeandfixed.com/en/services/kitchen-remodeling,200,https://brokeandfixed.com/en/services/kitchen-remodeling,Kitchen Remodeling | Miami-Dade | Broke & Fixed Home Solutions,"Your kitchen is where everything happens. We remodel kitchens across Miami-Dade with new cabinets, countertops, backsplashes, and layouts that make the space work better for how you actually live. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Kitchen Remodels Done Right the First Time,en,https://brokeandfixed.com/en/services/kitchen-remodeling,,BreadcrumbList | Service | AggregateRating | FAQPage,33,1,30,2519,description length 284; hreflang incomplete; 1/33 images missing alt,
https://brokeandfixed.com/es/services/remodelacion-de-cocinas,200,https://brokeandfixed.com/es/services/remodelacion-de-cocinas,Remodelación de Cocinas | Miami-Dade | Broke & Fixed Home Solutions,"Tu cocina es donde todo sucede. Remodelamos cocinas en todo Miami-Dade con nuevos gabinetes, encimeras, salpicaderos y distribuciones que hacen que el espacio funcione mejor para tu estilo de vida. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Remodelaciones de Cocina Bien Hechas la Primera Vez,es,https://brokeandfixed.com/es/services/remodelacion-de-cocinas,,BreadcrumbList | Service | AggregateRating | FAQPage,33,1,30,2603,title length 67; description length 285; hreflang incomplete; 1/33 images missing alt,
https://brokeandfixed.com/en/services/interior-painting,200,https://brokeandfixed.com/en/services/interior-painting,Interior Painting | Miami-Dade | Broke & Fixed Home Solutions,"A fresh coat of paint changes everything. We prep surfaces the right way, protect your floors and furniture, and leave clean lines every time. We work with all kinds of homes across Miami-Dade. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,"Interior Painting Done Like a Trade, Not a Side Hustle",en,https://brokeandfixed.com/en/services/interior-painting,,BreadcrumbList | Service | AggregateRating | FAQPage,31,1,30,2415,description length 281; hreflang incomplete; 1/31 images missing alt,
https://brokeandfixed.com/es/services/pintura-interior,200,https://brokeandfixed.com/es/services/pintura-interior,Pintura Interior | Miami-Dade | Broke & Fixed Home Solutions,"Una mano de pintura fresca lo cambia todo. Preparamos las superficies correctamente, protegemos tus pisos y muebles, y dejamos líneas limpias siempre. Trabajamos con todo tipo de hogares en Miami-Dade. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,"Pintura Interior Hecha Como Oficio, No Trabajo Extra",es,https://brokeandfixed.com/es/services/pintura-interior,,BreadcrumbList | Service | AggregateRating | FAQPage,31,1,30,2390,description length 289; hreflang incomplete; 1/31 images missing alt,
https://brokeandfixed.com/en/services/exterior-painting,200,https://brokeandfixed.com/en/services/exterior-painting,Exterior Painting | Miami-Dade | Broke & Fixed Home Solutions,"South Florida weather is rough on paint. We pressure wash, scrape, prime, and apply coatings built to handle the heat, humidity, and rain. Your home's curb appeal matters and we take it seriously. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Exterior Paint Built for South Florida Weather,en,https://brokeandfixed.com/en/services/exterior-painting,,BreadcrumbList | Service | AggregateRating | FAQPage,30,1,30,2378,description length 284; hreflang incomplete; 1/30 images missing alt,
https://brokeandfixed.com/es/services/pintura-exterior,200,https://brokeandfixed.com/es/services/pintura-exterior,Pintura Exterior | Miami-Dade | Broke & Fixed Home Solutions,"El clima del sur de Florida es duro con la pintura. Lavamos a presión, raspamos, aplicamos imprimante y usamos recubrimientos diseñados para el calor, la humedad y la lluvia. La apariencia de tu hogar importa y lo tomamos en serio. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Pintura Exterior Construida para el Clima del Sur de Florida,es,https://brokeandfixed.com/es/services/pintura-exterior,,BreadcrumbList | Service | AggregateRating | FAQPage,30,1,30,2387,description length 319; hreflang incomplete; 1/30 images missing alt,
https://brokeandfixed.com/en/services/tile-work,200,https://brokeandfixed.com/en/services/tile-work,Tile Work | Miami-Dade | Broke & Fixed Home Solutions,"We install tile for floors, showers, backsplashes, and more. Porcelain, ceramic, natural stone, large format, whatever the material, we set it level, grouted tight, and built to last in Miami's climate. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,"Tile Set Level, Grouted Tight, Built to Last",en,https://brokeandfixed.com/en/services/tile-work,,BreadcrumbList | Service | AggregateRating | FAQPage,31,1,30,2432,description length 290; hreflang incomplete; 1/31 images missing alt,
https://brokeandfixed.com/es/services/instalacion-de-pisos,200,https://brokeandfixed.com/es/services/instalacion-de-pisos,Instalación de Pisos | Miami-Dade | Broke & Fixed Home Solutions,"Instalamos azulejos para pisos, duchas, salpicaderos y más. Porcelanato, cerámica, piedra natural, formato grande, cualquiera que sea el material, lo colocamos nivelado, con juntas firmes y hecho para durar en el clima de Miami. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,"Azulejo Nivelado, Lechada Firme, Hecho para Durar",es,https://brokeandfixed.com/es/services/instalacion-de-pisos,,BreadcrumbList | Service | AggregateRating | FAQPage,31,1,30,2370,description length 316; hreflang incomplete; 1/31 images missing alt,
https://brokeandfixed.com/en/services/exterior-repairs,200,https://brokeandfixed.com/en/services/exterior-repairs,Exterior Repairs | Miami-Dade | Broke & Fixed Home Solutions,"Cracked stucco, rotting fascia, damaged soffits, water intrusion issues. We fix the exterior problems that South Florida homes deal with constantly. Small repairs now save you from big bills later. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Exterior Repairs That Stop Bigger Bills Later,en,https://brokeandfixed.com/en/services/exterior-repairs,,BreadcrumbList | Service | AggregateRating | FAQPage,29,1,30,2335,description length 285; hreflang incomplete; 1/29 images missing alt,
https://brokeandfixed.com/es/services/reparaciones-exteriores,200,https://brokeandfixed.com/es/services/reparaciones-exteriores,Reparaciones Exteriores | Miami-Dade | Broke & Fixed Home Solutions,"Estuco agrietado, fascia podrida, sofitos dañados, problemas de intrusión de agua. Reparamos los problemas exteriores que las casas del sur de Florida enfrentan constantemente. Reparaciones pequeñas ahora te ahorran facturas grandes después. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Reparaciones Exteriores que Detienen Cuentas Mayores,es,https://brokeandfixed.com/es/services/reparaciones-exteriores,,BreadcrumbList | Service | AggregateRating | FAQPage,29,1,30,2338,title length 67; description length 329; hreflang incomplete; 1/29 images missing alt,
https://brokeandfixed.com/en/services/cabinet-refinishing,200,https://brokeandfixed.com/en/services/cabinet-refinishing,Cabinet Refinishing | Miami-Dade | Broke & Fixed Home Solutions,"If your kitchen cabinets are solid wood and the layout still works, refinishing gets you what looks like a new kitchen for a fraction of the cost. We strip, sand, prime, and spray with post-catalyzed lacquer or 2K polyurethane. The finish lasts 10 to 15 years and is more durable than what comes from the factory on most new cabinets. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Cabinet Refinishing That Beats Factory Finishes,en,https://brokeandfixed.com/en/services/cabinet-refinishing,,BreadcrumbList | Service | AggregateRating | FAQPage,30,1,30,2468,description length 422; hreflang incomplete; 1/30 images missing alt,
https://brokeandfixed.com/es/services/renovacion-de-gabinetes,200,https://brokeandfixed.com/es/services/renovacion-de-gabinetes,Renovación de Gabinetes | Miami-Dade | Broke & Fixed Home Solutions,"Si los gabinetes de tu cocina son de madera sólida y la distribución todavía funciona, renovarlos te da lo que parece una cocina nueva por una fracción del costo. Quitamos el acabado, lijamos, aplicamos primer y rociamos con laca post-catalizada o poliuretano 2K. El acabado dura 10 a 15 años y es más duradero que el de fábrica en la mayoría de los gabinetes nuevos. Serving 17 communities across Miami-Dade County. Call 786-363-7039 for a free estimate.",1,Renovación de Gabinetes Que Supera Acabados de Fábrica,es,https://brokeandfixed.com/es/services/renovacion-de-gabinetes,,BreadcrumbList | Service | AggregateRating | FAQPage,30,1,30,2431,title length 67; description length 455; hreflang incomplete; 1/30 images missing alt,
https://brokeandfixed.com/en/locations/kendall,200,https://brokeandfixed.com/en/locations/kendall,"Home Remodeling in Kendall, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Kendall, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Kendall, FL",en,https://brokeandfixed.com/en/locations/kendall,,BreadcrumbList | LocalBusiness,9,1,16,472,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/kendall,200,https://brokeandfixed.com/es/locations/kendall,"Remodelacion de Hogares en Kendall, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en Kendall, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en Kendall, FL",es,https://brokeandfixed.com/es/locations/kendall,,BreadcrumbList | LocalBusiness,9,1,16,483,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/west-kendall,200,https://brokeandfixed.com/en/locations/west-kendall,"Home Remodeling in West Kendall, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in West Kendall, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in West Kendall, FL",en,https://brokeandfixed.com/en/locations/west-kendall,,BreadcrumbList | LocalBusiness,9,1,16,470,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/es/locations/west-kendall,200,https://brokeandfixed.com/es/locations/west-kendall,"Remodelacion de Hogares en West Kendall, FL | Broke & Fixed","Remodelacion de cocinas y banos, pintura y azulejos en West Kendall, FL. Empresa familiar, totalmente asegurada. Presupuesto gratis. Llame al (786) 363-7039.",1,"Remodelacion de Hogares en West Kendall, FL",es,https://brokeandfixed.com/es/locations/west-kendall,,BreadcrumbList | LocalBusiness,9,1,16,487,hreflang incomplete; 1/9 images missing alt,
https://brokeandfixed.com/en/locations/palmetto-bay,200,https://brokeandfixed.com/en/locations/palmetto-bay,"Home Remodeling in Palmetto Bay, FL | Broke & Fixed","Kitchen and bathroom remodeling, painting, and tile in Palmetto Bay, FL. Family owned, fully insured. Free estimates, fast response. Call (786) 363-7039.",1,"Home Remodeling in Palmetto Bay, FL",en,https://brokeandfixed.com/en/locations/palmetto-bay,,BreadcrumbList | LocalBusiness,9,1,15,478,hreflang incomplete; 1/9 images missing alt,
